event_id,start_year,end_year,country,alliance,casualties_mil_k,casualties_civ_k,military_personnel_k,front,total_casualties_k,casualty_ratio
1784,1940,1946,italy,axis,1258720,213040,1307740,pacific,1471760,0.14475186171658422
1785,1941,1945,france,allies,1331470,635320,1806300,asia,1966790,0.323023810371214
1786,1941,1945,canada,allies,400420,182130,725830,asia,582550,0.3126426916144537
1787,1940,1945,poland,allies,979450,2880,2617300,pacific,982330,0.0029318049942483686
1788,1941,1946,italy,axis,1282550,37200,1951660,pacific,1319750,0.028187156658458043
1789,1941,1946,japan,axis,641650,1175050,4047740,atlantic,1816700,0.6468046457863158
1790,1941,1946,united_kingdom,allies,1196080,1079670,2757530,north_africa,2275750,0.4744238163242887
1791,1940,1945,united_states,allies,1407650,123420,2005650,european,1531070,0.08061029214862808
1792,1941,1945,united_kingdom,allies,998840,238690,4676040,pacific,1237530,0.19287613229578274
1793,1940,1946,france,allies,777810,276210,3361190,atlantic,1054020,0.2620538509705698
1794,1940,1946,united_states,allies,1134170,680480,632050,atlantic,1814650,0.3749924227812526
1795,1942,1945,france,allies,152700,504200,3149730,asia,656900,0.7675445273253159
1796,1939,1945,poland,allies,601780,334250,4187340,eastern_front,936030,0.35709325555804833
1797,1941,1945,united_kingdom,allies,473100,306540,3118360,atlantic,779640,0.39318146837001694
1798,1941,1945,france,allies,891190,857680,2133590,north_africa,1748870,0.4904195280381046
1799,1939,1946,france,allies,396160,877590,1637640,asia,1273750,0.6889813542688911
1800,1940,1945,germany,axis,972480,480300,402310,asia,1452780,0.3306075248833271
1801,1941,1945,soviet_union,allies,509670,926410,129340,north_africa,1436080,0.6450963734610885
1802,1941,1946,soviet_union,allies,225750,671980,479720,eastern_front,897730,0.7485324095217939
1803,1942,1945,soviet_union,allies,1359430,272430,3998400,eastern_front,1631860,0.1669444682754648
1804,1939,1945,china,allies,1210210,986760,3717020,atlantic,2196970,0.4491458690833284
1805,1941,1946,china,allies,1191450,307150,2742480,eastern_front,1498600,0.20495796076337916
1806,1940,1946,france,allies,1290480,1069190,995890,european,2359670,0.4531099687668191
1807,1939,1945,germany,axis,57610,173820,3434160,european,231430,0.7510694378429763
1808,1942,1945,canada,allies,1319600,1130150,1654620,north_africa,2449750,0.46133278906010816
1809,1942,1946,united_states,allies,1138250,952400,3326130,atlantic,2090650,0.4555521010212135
1810,1939,1945,soviet_union,allies,1036730,117420,4659970,eastern_front,1154150,0.10173720920157692
1811,1941,1945,united_states,allies,794430,774120,3226500,european,1568550,0.4935258678397246
1812,1939,1945,canada,allies,1476190,1008600,4450470,asia,2484790,0.40590955372486204
1813,1939,1946,soviet_union,allies,733680,644170,4093720,atlantic,1377850,0.46751823493123346
1814,1940,1945,soviet_union,allies,1144690,926670,1055820,asia,2071360,0.4473727406148617
1815,1939,1946,china,allies,517720,426690,334450,asia,944410,0.45180588939126015
1816,1939,1946,soviet_union,allies,719790,442730,1992040,atlantic,1162520,0.3808364587275918
1817,1942,1945,china,allies,1225260,1165720,3521880,north_africa,2390980,0.48754903846958153
1818,1940,1945,china,allies,656230,626480,560610,atlantic,1282710,0.48840345830312387
1819,1939,1946,china,allies,1388160,400340,1345310,pacific,1788500,0.2238412077159631
1820,1940,1945,china,allies,1400460,412750,3406270,north_africa,1813210,0.22763496781950243
1821,1942,1945,soviet_union,allies,745450,153260,3936260,atlantic,898710,0.17053331998086146
1822,1942,1946,japan,axis,1279240,399470,1376780,eastern_front,1678710,0.23796248309714008
1823,1939,1945,germany,axis,182370,550810,4247350,atlantic,733180,0.7512616274311902
1824,1942,1945,canada,allies,925820,647530,2867290,european,1573350,0.4115613182063749
1825,1942,1946,united_states,allies,477400,398950,605210,north_africa,876350,0.45524048610714896
1826,1942,1946,china,allies,1146570,1182170,1467570,asia,2328740,0.5076436184374383
1827,1939,1946,germany,axis,1332470,738030,1665860,north_africa,2070500,0.35645013281815985
1828,1942,1945,germany,axis,84160,811800,3143080,atlantic,895960,0.9060672351444261
1829,1940,1945,japan,axis,1147780,862570,3109190,pacific,2010350,0.4290645907429055
1830,1940,1946,united_kingdom,allies,228980,352650,2767740,eastern_front,581630,0.6063132919553668
1831,1941,1945,france,allies,1048119,331190,941990,pacific,1379309,0.2401129841101595
1832,1939,1946,italy,axis,686080,851160,2842800,atlantic,1537240,0.5536936327443991
1833,1940,1945,italy,axis,857650,1125550,2560260,north_africa,1983200,0.5675423557886244
1834,1941,1946,china,allies,505160,632870,869280,north_africa,1138030,0.5561101201198563
1835,1941,1946,soviet_union,allies,474100,306910,324240,asia,781010,0.3929655190074391
1836,1940,1945,united_kingdom,allies,1139980,1107550,4970180,european,2247530,0.4927854133204006
1837,1939,1945,italy,axis,398710,1000570,4141270,pacific,1399280,0.7150606025956207
1838,1939,1946,japan,axis,995570,113870,4700450,north_africa,1109440,0.10263736659936544
1839,1942,1946,united_states,allies,32070,679570,3601550,asia,711640,0.9549350795345961
1840,1942,1946,germany,axis,895040,1137330,2108950,asia,2032370,0.5596077485890857
1841,1942,1945,united_states,allies,273810,1041230,2266900,north_africa,1315040,0.7917858011923592
1842,1942,1945,france,allies,859070,696820,3055140,eastern_front,1555890,0.44785942450944477
1843,1941,1945,united_states,allies,1198020,153760,2142930,atlantic,1351780,0.1137463196674015
1844,1942,1945,france,allies,473390,335280,134630,north_africa,808670,0.41460669988994275
1845,1942,1946,canada,allies,254860,681140,1298400,atlantic,936000,0.7277136752136752
1846,1941,1946,france,allies,1090930,1191650,3253880,atlantic,2282580,0.5220627535508066
1847,1940,1945,italy,axis,575960,605990,239630,north_africa,1181950,0.5127035830618892
1848,1942,1945,china,allies,654030,261130,410540,european,915160,0.28533808295817126
1849,1941,1946,japan,axis,581540,1048990,2532030,eastern_front,1630530,0.6433429621043465
1850,1939,1945,poland,allies,1006700,299580,3210080,asia,1306280,0.22933827357075054
1851,1942,1945,united_states,allies,119380,1140700,940790,atlantic,1260080,0.9052599834931115
1852,1939,1945,china,allies,1137730,37790,4244370,eastern_front,1175520,0.032147475159929224
1853,1940,1945,canada,allies,935030,311880,669310,pacific,1246910,0.2501223023313631
1854,1940,1945,soviet_union,allies,1216760,409740,2086260,eastern_front,1626500,0.2519151552413157
1855,1942,1946,united_kingdom,allies,760190,900250,808970,atlantic,1660440,0.5421755679217557
1856,1939,1946,china,allies,677310,299780,3506040,european,977090,0.30680899405377193
1857,1940,1946,italy,axis,1189350,848990,3798580,asia,2038340,0.4165104938332172
1858,1941,1945,france,allies,711940,1161420,4059980,european,1873360,0.619966263825426
1859,1941,1945,china,allies,1402000,411060,2260590,atlantic,1813060,0.22672167495835768
1860,1941,1945,soviet_union,allies,421890,11260,3326950,atlantic,433150,0.025995613528800646
1861,1942,1945,poland,allies,769200,407480,1362550,pacific,1176680,0.34629635924805385
1862,1942,1946,poland,allies,595730,20300,2974840,asia,616030,0.032952940603542036
1863,1941,1945,germany,axis,724600,1013850,402520,european,1738450,0.5831919238402025
1864,1940,1945,france,allies,364130,112270,321030,european,476400,0.23566330814441647
1865,1939,1946,italy,axis,1427880,560950,2261840,eastern_front,1988830,0.2820502506498796
1866,1942,1946,germany,axis,1458320,734660,2012490,north_africa,2192980,0.3350053352059754
1867,1940,1946,italy,axis,367660,545860,4528150,asia,913520,0.5975348104037131
1868,1942,1946,soviet_union,allies,113010,393410,535060,north_africa,506420,0.776845306267525
1869,1940,1946,italy,axis,274410,1041099,4888880,european,1315509,0.7914039356629259
1870,1942,1946,canada,allies,1471200,224090,4775640,north_africa,1695290,0.13218387414542646
1871,1942,1946,canada,allies,496210,877810,1781730,north_africa,1374020,0.6388626075311858
1872,1942,1945,italy,axis,788510,811840,3164160,pacific,1600350,0.5072890305245727
1873,1942,1946,germany,axis,1124170,703200,3012340,eastern_front,1827370,0.3848153357010348
1874,1940,1946,italy,axis,225990,287080,2595400,european,513070,0.5595337868127156
1875,1939,1945,soviet_union,allies,1006610,489140,2006600,north_africa,1495750,0.3270198896874478
1876,1942,1946,italy,axis,610640,54250,4005000,asia,664890,0.08159244386289462
1877,1941,1946,soviet_union,allies,1222920,771030,470500,eastern_front,1993950,0.3866847212818777
1878,1939,1945,italy,axis,421790,102810,2135330,pacific,524600,0.1959778879146016
1879,1941,1946,china,allies,1136570,62090,310800,atlantic,1198660,0.05179950945222165
1880,1941,1945,china,allies,110860,28950,1806310,asia,139810,0.20706673342393248
1881,1942,1945,france,allies,350260,1043790,1071690,atlantic,1394050,0.748746458161472
1882,1941,1945,canada,allies,1203570,229580,1224060,north_africa,1433150,0.16019258277221504
1883,1941,1945,germany,axis,423760,558710,4233060,north_africa,982470,0.5686789418506417
1884,1942,1946,canada,allies,1349260,495530,735730,north_africa,1844790,0.26861051935450647
1885,1939,1946,japan,axis,460390,13770,2407370,asia,474160,0.029040830099544456
1886,1940,1946,germany,axis,477820,772310,640230,north_africa,1250130,0.617783750489949
1887,1941,1945,united_states,allies,1308160,851690,3751770,atlantic,2159850,0.3943283098363312
1888,1941,1946,poland,allies,455130,536650,203870,pacific,991780,0.5410978241142189
1889,1941,1945,italy,axis,1057750,674760,4227430,north_africa,1732510,0.3894696134510046
1890,1939,1945,france,allies,569410,596760,2530460,north_africa,1166170,0.5117264206762308
1891,1942,1946,soviet_union,allies,497510,977880,1190320,eastern_front,1475390,0.662794244233728
1892,1941,1946,france,allies,1245700,367870,3827780,pacific,1613570,0.22798515093860197
1893,1939,1945,germany,axis,1335830,653690,1026560,north_africa,1989520,0.3285666894527323
1894,1939,1945,italy,axis,1371240,732560,1780810,eastern_front,2103800,0.3482080045631714
1895,1942,1945,canada,allies,1052220,1048130,4100200,north_africa,2100350,0.49902635275073204
1896,1942,1945,china,allies,221690,1019940,2382010,pacific,1241630,0.8214524455755741
1897,1939,1945,poland,allies,1166320,793250,2942270,atlantic,1959570,0.40480819771684606
1898,1941,1945,germany,axis,459900,352970,4029260,atlantic,812870,0.4342268751460873
1899,1941,1946,germany,axis,957000,473080,1308500,north_africa,1430080,0.3308066681584247
1900,1940,1946,soviet_union,allies,1398100,496880,1411690,north_africa,1894980,0.2622085721221332
1901,1939,1945,china,allies,559820,1076290,2921280,eastern_front,1636110,0.657834742162813
1902,1942,1945,poland,allies,167770,86540,4649750,north_africa,254310,0.3402933427706343
1903,1942,1945,germany,axis,586630,615490,4600320,north_africa,1202120,0.512003793298506
1904,1940,1945,france,allies,13260,578240,1709450,north_africa,591500,0.9775824175824176
1905,1942,1946,soviet_union,allies,199450,5500,4346580,atlantic,204950,0.02683581361307636
1906,1939,1945,japan,axis,962470,297920,1986000,asia,1260390,0.23637128190480725
1907,1941,1945,germany,axis,1270100,530870,1962570,atlantic,1800970,0.29476893007656985
1908,1941,1945,france,allies,224480,916090,3256750,european,1140570,0.8031861262351281
1909,1940,1946,soviet_union,allies,413790,748390,969280,north_africa,1162180,0.6439536044330483
1910,1942,1946,soviet_union,allies,1321270,821250,1687970,eastern_front,2142520,0.3833103074883782
1911,1939,1946,united_states,allies,309450,43260,718970,north_africa,352710,0.12265033597006039
1912,1942,1945,italy,axis,17610,93960,3804820,pacific,111570,0.8421618714708254
1913,1942,1945,italy,axis,1410310,564650,3639310,european,1974960,0.2859045246486005
1914,1942,1946,poland,allies,194890,1017410,2885460,pacific,1212300,0.8392394621793285
1915,1940,1945,united_kingdom,allies,1431560,13810,1569410,atlantic,1445370,0.009554646907020348
1916,1941,1945,germany,axis,32009,751030,3998810,european,783039,0.959122087150193
1917,1941,1946,soviet_union,allies,1293370,593440,2732030,atlantic,1886810,0.31452027496144286
1918,1941,1945,poland,allies,934650,288440,642710,pacific,1223090,0.23582892509954295
1919,1941,1945,germany,axis,995050,19900,4790940,asia,1014950,0.01960687718606828
1920,1939,1946,france,allies,1298550,550340,4440130,atlantic,1848890,0.2976596768872134
1921,1939,1946,poland,allies,1257780,1129130,1191390,european,2386910,0.47305093195805453
1922,1941,1946,china,allies,874820,921170,1719660,eastern_front,1795990,0.512903746680104
1923,1941,1946,japan,axis,642590,305740,3579520,asia,948330,0.3223983212594772
1924,1942,1945,united_states,allies,1402680,623510,1050660,eastern_front,2026190,0.3077253367157078
1925,1942,1945,canada,allies,1309540,951480,492340,pacific,2261020,0.4208189224332381
1926,1942,1946,canada,allies,358140,473480,414620,pacific,831620,0.5693465765614103
1927,1940,1946,japan,axis,1293930,186770,1783020,eastern_front,1480700,0.1261362868913352
1928,1942,1945,japan,axis,579400,971340,3039350,pacific,1550740,0.6263719256612972
1929,1939,1945,united_kingdom,allies,1141230,921830,144440,eastern_front,2063060,0.44682655860711756
1930,1942,1945,china,allies,805370,311150,3325090,pacific,1116520,0.2786783935800523
1931,1940,1945,china,allies,664900,611530,4704660,asia,1276430,0.4790940357089695
1932,1939,1945,soviet_union,allies,484420,634530,2154570,asia,1118950,0.5670762768667054
1933,1939,1946,france,allies,1440710,884230,4109470,pacific,2324940,0.38032379330219274
1934,1942,1945,italy,axis,1083760,853030,4456050,eastern_front,1936790,0.44043494648361464
1935,1940,1946,united_kingdom,allies,483920,442380,3529080,atlantic,926300,0.4775774587066825
1936,1939,1945,canada,allies,581120,411060,3773520,north_africa,992180,0.4142998246285956
1937,1942,1945,united_states,allies,1419870,1106710,3926840,pacific,2526580,0.4380268980202487
1938,1941,1946,germany,axis,265640,1037220,1378200,north_africa,1302860,0.7961100962497889
1939,1941,1945,soviet_union,allies,780490,441400,1841110,european,1221890,0.3612436471368126
1940,1941,1946,canada,allies,639130,597240,4053680,asia,1236370,0.4830592783713613
1941,1939,1945,italy,axis,1326940,301680,388110,north_africa,1628620,0.18523658066338372
1942,1939,1945,soviet_union,allies,909820,651400,4831770,asia,1561220,0.4172378012067486
1943,1939,1946,poland,allies,616960,1189710,4312330,pacific,1806670,0.6585098551478688
1944,1942,1946,france,allies,1124140,347630,2614930,pacific,1471770,0.23619859081242314
1945,1940,1945,soviet_union,allies,1325490,923410,3300020,asia,2248900,0.4106051847569923
1946,1939,1945,canada,allies,1488690,651790,3822450,pacific,2140480,0.30450646583943786
1947,1939,1945,germany,axis,730940,604140,1771540,european,1335080,0.45251220900620187
1948,1939,1946,canada,allies,53630,899360,2072370,asia,952990,0.9437244881898026
1949,1939,1945,china,allies,449990,312060,200110,atlantic,762050,0.4095006889311725
1950,1942,1946,germany,axis,600640,1165220,3723690,north_africa,1765860,0.6598597850339212
1951,1940,1946,japan,axis,968160,864680,1964410,atlantic,1832840,0.4717705855393815
1952,1939,1946,france,allies,1397630,102750,3077250,european,1500380,0.06848265106173103
1953,1939,1945,united_states,allies,1470310,95410,4613530,european,1565720,0.06093682139846205
1954,1939,1946,japan,axis,190970,98520,2477000,european,289490,0.34032263636049603
1955,1942,1946,japan,axis,1081160,343910,632850,north_africa,1425070,0.24132849614404905
1956,1941,1945,united_kingdom,allies,34630,1043750,2708270,north_africa,1078380,0.9678870157087484
1957,1941,1945,united_kingdom,allies,1343040,771470,3852160,north_africa,2114510,0.36484575622721105
1958,1940,1945,china,allies,992500,92580,3064170,atlantic,1085080,0.08532089799830428
1959,1942,1946,china,allies,567170,784690,668880,atlantic,1351860,0.5804521178228514
1960,1942,1946,canada,allies,733830,360170,1560850,european,1094000,0.3292230347349177
1961,1941,1945,united_kingdom,allies,600050,705220,3143440,north_africa,1305270,0.540286683981092
1962,1941,1946,france,allies,415590,799000,3092620,asia,1214590,0.6578351542495822
1963,1939,1946,poland,allies,240760,942830,4349230,asia,1183590,0.7965849660777803
1964,1940,1946,united_kingdom,allies,550610,704520,4456300,european,1255130,0.561312374017034
1965,1942,1945,united_kingdom,allies,566140,164220,2673200,north_africa,730360,0.22484802015444438
1966,1941,1945,united_states,allies,86370,1100360,2912050,atlantic,1186730,0.9272201764512568
1967,1942,1946,france,allies,652830,319470,4115550,european,972300,0.32857142857142857
1968,1940,1945,china,allies,949670,599700,2552040,european,1549370,0.38706054719014826
1969,1940,1945,united_kingdom,allies,989350,105270,2016470,atlantic,1094620,0.0961703604903985
1970,1939,1946,germany,axis,455040,659850,1703190,pacific,1114890,0.591852110970589
1971,1940,1945,germany,axis,1411680,290870,4411710,european,1702550,0.1708437343984024
1972,1941,1946,italy,axis,1284210,641440,129270,eastern_front,1925650,0.33310310804144055
1973,1939,1945,china,allies,34150,76660,1649730,asia,110810,0.691814818157206
1974,1939,1945,france,allies,1021190,1060230,901610,atlantic,2081420,0.509378212950774
1975,1940,1945,soviet_union,allies,800280,606820,342930,asia,1407100,0.43125577428754175
1976,1940,1946,france,allies,540830,883190,2768910,pacific,1424020,0.6202089858288508
1977,1940,1946,germany,axis,1105380,453040,3765740,eastern_front,1558420,0.29070468808151845
1978,1941,1945,japan,axis,140810,1099570,4329190,asia,1240380,0.8864783372837356
1979,1941,1946,italy,axis,1323650,950790,997230,asia,2274440,0.4180325706547546
1980,1941,1945,japan,axis,313580,926690,1717410,north_africa,1240270,0.7471679553645577
1981,1939,1946,poland,allies,320590,870800,4329700,pacific,1191390,0.730910952752667
1982,1942,1945,soviet_union,allies,1273710,132520,3291910,european,1406230,0.0942377847151604
1983,1942,1945,germany,axis,298550,37880,426270,atlantic,336430,0.11259400172398419
1984,1940,1946,canada,allies,1255510,1026310,1345340,north_africa,2281820,0.4497769324486594
1985,1941,1945,italy,axis,1224090,99480,3642610,eastern_front,1323570,0.07516036174890636
1986,1942,1946,canada,allies,106090,716320,553490,asia,822410,0.8710010821852847
1987,1941,1946,soviet_union,allies,1123060,444560,591150,pacific,1567620,0.2835891351220321
1988,1941,1946,japan,axis,179000,318580,571530,asia,497580,0.6402588528477833
1989,1941,1946,canada,allies,1188720,964360,3879160,asia,2153080,0.44789789510840283
1990,1939,1945,united_kingdom,allies,409630,1111440,153780,asia,1521070,0.7306961546805867
1991,1939,1945,canada,allies,525000,358610,572210,pacific,883610,0.40584647072803615
1992,1942,1945,poland,allies,164180,886870,3546840,pacific,1051050,0.8437943009371581
1993,1940,1945,canada,allies,317580,80750,1019240,north_africa,398330,0.20272136168503502
1994,1939,1946,germany,axis,891650,562520,3910130,pacific,1454170,0.38683235110062786
1995,1942,1945,united_kingdom,allies,1059440,809380,4059110,north_africa,1868820,0.43309682045354825
1996,1940,1945,germany,axis,1107630,208730,3271840,north_africa,1316360,0.15856604576255737
1997,1942,1945,italy,axis,219450,473560,1083180,north_africa,693010,0.6833379027719658
1998,1940,1946,france,allies,1093980,259490,2330800,north_africa,1353470,0.19172201821983495
1999,1941,1946,canada,allies,792410,19490,3376320,atlantic,811900,0.02400541938662397
2000,1942,1946,italy,axis,139600,1038569,4668850,eastern_front,1178169,0.8815110565631925
2001,1942,1945,poland,allies,1173760,659510,519010,asia,1833270,0.3597451548326215
2002,1939,1946,japan,axis,224980,1061440,3856690,north_africa,1286420,0.82511154988262
2003,1941,1945,united_kingdom,allies,844310,386860,3338730,asia,1231170,0.31422143164632016
2004,1941,1945,united_states,allies,223050,204330,4458050,asia,427380,0.47809911554120454
2005,1942,1946,italy,axis,424760,770780,4107970,atlantic,1195540,0.6447128494236913
2006,1939,1946,china,allies,249250,569440,2549970,asia,818690,0.6955502082595366
2007,1941,1946,china,allies,769130,539590,976260,eastern_front,1308720,0.4123036249159484
2008,1941,1946,china,allies,1193690,28030,3317280,eastern_front,1221720,0.022943063877156795
2009,1939,1945,france,allies,1372200,1058150,1515510,asia,2430350,0.43538996440841854
2010,1940,1945,france,allies,607180,31800,684970,north_africa,638980,0.04976681586278131
2011,1940,1946,italy,axis,926760,566930,1187740,eastern_front,1493690,0.37954997355542314
2012,1939,1946,germany,axis,1003530,25240,3701410,north_africa,1028770,0.024534152434460568
2013,1939,1945,soviet_union,allies,1007980,871380,755590,pacific,1879360,0.46365784096713775
2014,1939,1945,italy,axis,593270,722260,4802590,north_africa,1315530,0.5490258679011502
2015,1939,1945,canada,allies,868500,1198690,1231050,atlantic,2067190,0.5798644536786652
2016,1940,1945,italy,axis,1094990,534940,4085260,eastern_front,1629930,0.3281981434785543
2017,1939,1945,united_kingdom,allies,1170230,187000,3886430,european,1357230,0.13778062671765287
2018,1942,1946,germany,axis,1089380,633230,2498510,asia,1722610,0.36759916638124707
2019,1942,1945,united_states,allies,306480,1176950,668450,eastern_front,1483430,0.793397733630842
2020,1941,1946,soviet_union,allies,637300,957760,2502760,pacific,1595060,0.6004539014206363
2021,1940,1946,italy,axis,593170,172200,2552320,pacific,765370,0.22498922089969559
2022,1939,1945,poland,allies,477730,365060,126890,eastern_front,842790,0.4331565395887469
2023,1942,1945,united_states,allies,329180,996680,2593060,asia,1325860,0.7517234097114326
2024,1940,1945,italy,axis,460030,820460,4089070,north_africa,1280490,0.6407390920663184
2025,1939,1945,soviet_union,allies,488520,587000,932050,pacific,1075520,0.5457825052067837
2026,1940,1945,japan,axis,842540,1020190,1980370,asia,1862730,0.5476853865026063
2027,1939,1945,united_states,allies,1160670,847550,4382640,pacific,2008220,0.42204041389887564
2028,1942,1946,china,allies,141040,738000,2050320,european,879040,0.8395522388059702
2029,1940,1946,soviet_union,allies,287590,1140170,198610,asia,1427760,0.7985725892306831
2030,1939,1945,soviet_union,allies,673070,840800,3834330,eastern_front,1513870,0.5553977554215356
2031,1940,1945,france,allies,840560,564800,3210850,asia,1405360,0.4018899072123869
2032,1940,1945,soviet_union,allies,1215040,98410,1368540,eastern_front,1313450,0.07492481632342304
2033,1942,1946,soviet_union,allies,1273070,344940,4728130,asia,1618010,0.21318780477252922
2034,1939,1945,united_kingdom,allies,328790,1013740,1266580,eastern_front,1342530,0.7550967203712394
2035,1941,1946,china,allies,1493400,757950,2650310,pacific,2251350,0.3366646678659471
2036,1940,1945,china,allies,704720,516960,4568420,eastern_front,1221680,0.423154999672582
2037,1940,1946,poland,allies,90420,818960,2459160,atlantic,909380,0.9005696188612021
2038,1939,1946,france,allies,84070,1037030,607980,eastern_front,1121100,0.925011149763625
2039,1939,1945,poland,allies,1455810,61460,2423150,eastern_front,1517270,0.04050696316410395
2040,1942,1946,poland,allies,989770,224060,3339730,eastern_front,1213830,0.18458927526918925
2041,1940,1946,germany,axis,1428740,941760,4269130,north_africa,2370500,0.3972832735709766
2042,1940,1945,canada,allies,308340,1049160,318550,atlantic,1357500,0.7728618784530387
2043,1941,1946,canada,allies,77490,752120,4244750,north_africa,829610,0.906594664963055
2044,1942,1945,japan,axis,1115030,1008790,1113740,european,2123820,0.47498846418246365
2045,1942,1946,france,allies,132670,533630,1185470,north_africa,666300,0.8008854870178598
2046,1939,1945,france,allies,986710,1179810,299530,asia,2166520,0.5445645551391171
2047,1942,1945,germany,axis,940130,444070,4102359,eastern_front,1384200,0.32081346626210083
2048,1939,1945,soviet_union,allies,960430,722130,2881150,pacific,1682560,0.4291852890833016
2049,1942,1946,italy,axis,413110,391160,3860820,eastern_front,804270,0.4863540850709339
2050,1941,1946,italy,axis,648430,47010,3389570,european,695440,0.06759749223513171
2051,1940,1946,japan,axis,794470,364890,2657080,pacific,1159360,0.3147339911675407
2052,1940,1945,canada,allies,959330,665950,2429290,pacific,1625280,0.4097447824374877
2053,1942,1945,germany,axis,466160,281770,3668610,eastern_front,747930,0.3767331167355234
2054,1939,1945,germany,axis,1181690,117450,4371210,asia,1299140,0.09040596086641932
2055,1941,1946,soviet_union,allies,1010150,423410,3553690,north_africa,1433560,0.29535561818131084
2056,1939,1946,united_kingdom,allies,1453140,1167870,516380,asia,2621010,0.44558013895406734
2057,1941,1946,france,allies,1319730,912710,1177270,asia,2232440,0.4088396552650911
2058,1942,1946,canada,allies,127500,944170,1841220,asia,1071670,0.8810268086257896
2059,1942,1945,france,allies,291720,440040,2072389,eastern_front,731760,0.6013447031813709
2060,1941,1945,united_kingdom,allies,132030,945100,1072130,eastern_front,1077130,0.8774242663373966
2061,1941,1945,united_states,allies,602260,376940,1574140,atlantic,979200,0.3849468954248366
2062,1942,1946,germany,axis,738410,1063530,4062390,atlantic,1801940,0.5902138805953583
2063,1940,1945,soviet_union,allies,1000380,319110,3823810,eastern_front,1319490,0.24184343951072004
2064,1939,1946,italy,axis,585620,992870,4722730,atlantic,1578490,0.6289998669614631
2065,1939,1945,germany,axis,383490,583100,305180,eastern_front,966590,0.6032547408932433
2066,1941,1945,italy,axis,1171000,439580,3573200,european,1610580,0.2729327323076159
2067,1939,1946,italy,axis,349770,692270,2725550,pacific,1042040,0.6643411001497064
2068,1940,1945,united_kingdom,allies,991700,201950,2096460,pacific,1193650,0.16918694759770453
2069,1939,1945,united_kingdom,allies,585730,12910,4823230,atlantic,598640,0.02156554857677402
2070,1940,1946,united_states,allies,925810,993630,891780,european,1919440,0.5176666110949026
2071,1940,1945,united_kingdom,allies,908870,564280,374830,eastern_front,1473150,0.3830431388521196
2072,1941,1946,france,allies,552280,179500,4001570,european,731780,0.24529230096477084
2073,1939,1945,japan,axis,640740,648240,2553300,asia,1288980,0.5029092771028255
2074,1940,1945,united_states,allies,844120,578860,3659180,pacific,1422980,0.4067941924693249
2075,1942,1945,china,allies,619100,284360,1404560,north_africa,903460,0.3147455338365838
2076,1941,1945,japan,axis,1133470,342140,2843730,north_africa,1475610,0.23186343274984583
2077,1939,1945,china,allies,953020,607980,3198990,north_africa,1561000,0.38948110185778345
2078,1939,1946,germany,axis,1401080,497160,3219340,european,1898240,0.26190576534052595
2079,1942,1946,china,allies,705720,1189170,4532010,north_africa,1894890,0.6275667716859554
2080,1940,1945,italy,axis,1379870,249330,855250,north_africa,1629200,0.15303830100662902
2081,1941,1945,germany,axis,412070,869380,4061900,atlantic,1281450,0.6784345858207499
2082,1940,1946,germany,axis,599490,868250,3431430,north_africa,1467740,0.5915557251284287
2083,1939,1946,united_states,allies,550250,1086910,3068030,european,1637160,0.6638996799335435
2084,1940,1945,united_states,allies,559780,1064270,2208710,eastern_front,1624050,0.655318493888735
2085,1939,1946,italy,axis,1000300,927370,4851000,pacific,1927670,0.48108338045412335
2086,1941,1945,france,allies,868890,1078550,4858640,european,1947440,0.5538296430185269
2087,1942,1946,canada,allies,471210,1161310,973030,north_africa,1632520,0.7113603508685958
2088,1942,1946,united_kingdom,allies,119410,375950,432750,north_africa,495360,0.7589429909560723
2089,1939,1946,soviet_union,allies,31400,1162620,1203130,asia,1194020,0.9737022830438351
2090,1939,1945,italy,axis,1413290,1180410,4838920,pacific,2593700,0.4551066044646644
2091,1939,1946,united_kingdom,allies,111030,149310,641170,asia,260340,0.5735192440654528
2092,1940,1946,china,allies,861020,900060,1738380,atlantic,1761080,0.5110841074795012
2093,1939,1946,germany,axis,1322690,273340,4139149,atlantic,1596030,0.17126244494151113
2094,1942,1945,poland,allies,90540,1193000,2545130,european,1283540,0.9294607102232887
2095,1939,1945,japan,axis,1468370,753900,2006260,pacific,2222270,0.33924770617431727
2096,1939,1946,germany,axis,141320,1193320,792950,north_africa,1334640,0.8941137685068633
2097,1940,1945,united_kingdom,allies,1238000,1045750,519480,north_africa,2283750,0.45790914066776134
2098,1942,1945,canada,allies,1045599,545820,2845510,asia,1591419,0.34297692813771863
2099,1939,1945,canada,allies,1486610,871790,2443620,north_africa,2358400,0.36965315468113974
2100,1940,1946,france,allies,1279160,239970,1452280,asia,1519130,0.15796541441482953
2101,1941,1945,china,allies,908100,786760,359620,asia,1694860,0.464203533035177
2102,1939,1945,united_states,allies,566660,263160,2149030,asia,829820,0.31712901593116577
2103,1942,1945,china,allies,752760,875570,4184630,pacific,1628330,0.5377104149650255
2104,1942,1945,germany,axis,39580,1098700,1689630,european,1138280,0.9652282390975858
2105,1942,1945,canada,allies,1372570,340110,812620,asia,1712680,0.19858350655113624
2106,1942,1946,france,allies,803510,731960,3494380,pacific,1535470,0.47670094498752824
2107,1939,1945,canada,allies,386640,515650,2403760,pacific,902290,0.5714903190770152
2108,1942,1945,canada,allies,919680,1097470,1507930,eastern_front,2017150,0.5440696031529634
